PC1,PC2,PC3,PC4,country,region,subregion
-2.9130245873965874,0.09562057550551063,-0.7181184950837287,1.0052546410346568,Afghanistan,Asia,Southern Asia
0.42991132993193765,-0.5881556664216981,-0.3334855047707419,-1.1610585922525007,Albania,Europe,Southern Europe
-0.28522507737005437,-0.45517441333976777,1.2215048093977308,-0.8681145029108575,Algeria,Africa,Northern Africa
-2.9324226542292737,1.6955550705215476,1.5250437441647626,0.8396250142267631,Angola,Africa,Middle Africa
1.0335758664708323,0.13665870884235204,-0.2257209167105211,-0.847062686943574,Antigua and Barbuda,North America,Caribbean
0.022407261573743925,-1.7791865758294885,0.8699971159280672,-0.03696686672905867,Argentina,South America,South America
-0.10158373658107447,-0.5682517238414161,0.2420918155010932,-1.4662657575628637,Armenia,Asia,Western Asia
2.342164609685882,-1.9884591539619942,0.19034418843710454,1.1050377785044767,Australia,Oceania,Australia and New Zealand
2.9737636642043053,-0.7346886586078288,-0.51976635587284,1.2054421047944046,Austria,Europe,Western Europe
-0.18148699731199294,-0.40286587348363645,0.8674587430348116,-0.43877298303146145,Azerbaijan,Asia,Western Asia
1.2687438639868232,-0.6565883632526907,-0.488097615770365,0.05563355526389262,Bahamas,North America,Caribbean
1.6709963959114877,0.5611624925384965,0.9912583033282911,-0.20708047512597846,Bahrain,Asia,Western Asia
-1.1238509345045722,-0.9613974045352951,0.5266148011374538,-1.1972013909496666,Bangladesh,Asia,Southern Asia
1.081374196994728,-0.48196953013634763,-0.6643551977676144,-0.5225052332299177,Barbados,North America,Caribbean
0.5800251522399513,0.5353268339800494,0.4862275107918107,-1.0352754244616638,Belarus,Europe,Eastern Europe
3.143785961263138,0.6635479207509876,-0.6452280938470748,1.0948977476642716,Belgium,Europe,Western Europe
0.21125544693609735,0.6992426623417233,-0.2755608997033962,-1.095626922286173,Belize,North America,Central America
-2.6723138793579446,0.41817212457900843,-0.25736847311473243,0.27867243350496285,Benin,Africa,Western Africa
-0.15657096223455239,0.7773956172959969,-0.2773435586811665,-1.0386501084167612,Bhutan,Asia,Southern Asia
-0.7938515610201611,-0.120261084953439,0.40074149451747687,-0.7247032899508716,Bolivia,South America,South America
0.9958671428099943,-0.9718884391705783,-1.5283276010553122,-0.6208847920910437,Bosnia and Herzegovina,Europe,Southern Europe
-0.8820876389925553,0.45736818032562754,-0.5846329491532577,0.4061608095463273,Botswana,Africa,Southern Africa
0.1407813609175987,-2.1510773058294355,-0.17263515260789952,-0.16691964667763903,Brazil,South America,South America
2.4600860882799935,0.016454043645933066,3.0198403935397815,0.7768407507625529,Brunei,Asia,South-Eastern Asia
0.9065945150342392,0.030277605445239032,-0.47120403644802894,-0.9946613960917977,Bulgaria,Europe,Eastern Europe
-3.122053436409144,0.038774968791839844,-0.45575079671486846,1.0809176175914463,Burkina Faso,Africa,Western Africa
-2.8989706793026775,-0.4226633278788125,-1.3474134477535373,1.821474098913499,Burundi,Africa,Eastern Africa
-0.5824118671980264,0.89482033227385,-0.49870466032666383,-0.8052336215633459,Cambodia,Asia,South-Eastern Asia
-2.807908574902409,0.07864889686740384,-0.3429611164459435,0.5435568442805012,Cameroon,Africa,Middle Africa
2.54363055000637,-1.7270946979437083,-0.3962810227727302,1.336852547620305,Canada,North America,Northern America
-0.1558014521239186,0.35123545761455804,-0.29208667138951755,-1.343741102558908,Cape Verde,Africa,Western Africa
-3.964964019489441,0.3866193194206677,-0.32355692243575873,0.918301019182003,Central African Republic,Africa,Middle Africa
